date	sp	csco	intc
1996-06-24	0.301	-1.608	3.082
1996-06-25	-0.055	0.692	-1.003
1996-06-26	-0.614	-1.856	-0.516
1996-06-27	0.624	2.771	1.879
1996-06-28	0.311	3.139	-0.594
1996-07-01	0.78	3.044	2.272
1996-07-02	-0.336	0.64	-0.5
1996-07-03	-0.18	-2.368	0.167
1996-07-05	-2.25	-2.426	-3.742
1996-07-08	-0.748	1.551	1.206
1996-07-09	0.338	1.093	0.513
1996-07-10	0.2	0.65	-0.683
1996-07-11	-1.596	-5.551	-4.742
1996-07-12	0.08	1.136	2.487
1996-07-15	-2.569	-6.53	-3.027
1996-07-16	-0.227	-0.241	1.258
1996-07-17	0.903	3.326	2.294
1996-07-18	1.486	0.699	1.215
1996-07-19	-0.753	-4.024	0.344
1996-07-22	-0.78	-2.198	-0.689
1996-07-23	-1.095	-7.165	-3.88
1996-07-24	-0.035	4.156	-0.722
1996-07-25	0.719	0.634	4.429
1996-07-26	0.747	3.844	2.903
1996-07-29	-0.788	-2.712	-1.869
1996-07-30	0.687	2.225	2.105
1996-07-31	0.736	1.215	1.003
1996-08-01	1.561	3.792	2.465
1996-08-02	1.9	3.877	2.248
1996-08-05	-0.342	-0.561	-0.797
1996-08-06	0.325	2.992	2.215
1996-08-07	0.268	0.218	3.063
1996-08-08	-0.237	2.156	-1.973
1996-08-09	-0.074	-0.427	1.992
1996-08-12	0.553	0.214	-0.303
1996-08-13	-0.84	-2.817	-2.309
1996-08-14	0.28	-0.441	1.852
1996-08-15	0.035	1.968	0
1996-08-16	0.441	-3.077	-0.921
1996-08-19	0.206	0	-0.309
1996-08-20	-0.134	-1.802	-1.56
1996-08-21	-0.093	2.248	0.939
1996-08-22	0.84	2.415	3.37
1996-08-23	-0.546	-1.311	-1.671
1996-08-26	-0.473	-3.125	-0.46
1996-08-27	0.379	0	0.308
1996-08-28	-0.239	-1.14	-0.307
1996-08-29	-1.121	-0.921	0.154
1996-08-30	-0.826	-2.342	-1.939
1996-09-03	0.418	1.878	2.246
1996-09-04	0.136	1.156	0.763
1996-09-05	-0.946	-4.707	-1.996
1996-09-06	0.956	2.851	0.772
1996-09-09	1.225	1.857	2.731
1996-09-10	0.007	0	0.968
1996-09-11	0.521	0	0.812
1996-09-12	0.575	3.279	0.44
1996-09-13	1.392	4.885	3.17
1996-09-16	0.504	1.263	0.565
1996-09-17	-0.152	-0.209	6.154
1996-09-18	-0.215	0.418	1.448
1996-09-19	0.224	0.209	1.428
1996-09-20	0.587	1.242	0.386
1996-09-23	-0.079	-0.103	-1.683
1996-09-24	-0.127	-0.309	0.78
1996-09-25	0.032	4.346	0.774
1996-09-26	0.004	0.297	0.129
1996-09-27	0.048	-0.594	-0.514
1996-09-30	0.166	-1.499	-1.495
1996-10-01	0.254	0.101	0.326
1996-10-02	0.713	2.778	3.338
1996-10-03	-0.177	1.167	0.504
1996-10-04	1.245	3.609	2.174
1996-10-07	0.273	-1.504	2.968
1996-10-08	-0.39	-2.688	-3.028
1996-10-09	-0.558	0.195	-0.741
1996-10-10	-0.306	0.966	-0.996
1996-10-11	0.867	1.147	5.361
1996-10-14	0.41	-0.763	2.113
1996-10-15	-0.138	0.953	3.2
1996-10-16	0.262	-0.762	1.341
1996-10-17	0.366	-1.931	-1.679
1996-10-18	0.54	-1.177	-0.679
1996-10-21	-0.137	-4.334	-2.066
1996-10-22	-0.463	0.923	-2.11
1996-10-23	0.099	2.618	3.607
1996-10-24	-0.707	-4.681	-1.729
1996-10-25	-0.195	-1.258	-1.997
1996-10-28	-0.524	-2.348	0.591
1996-10-29	0.606	-0.433	-1.545
1996-10-30	-0.086	0.864	2.296
1996-10-31	0.622	6.252	2.885
1996-11-01	-0.213	-2.661	-1.029
1996-11-04	0.42	0.62	1.483
1996-11-05	1.043	1.839	3.231
1996-11-06	1.453	-0.813	4.187
1996-11-07	0.421	5.17	2.697
1996-11-08	0.435	0.387	0.102
1996-11-11	0.144	2.667	1.32
1996-11-12	-0.316	-2.282	-2.348
1996-11-13	0.215	1.716	-1.248
1996-11-14	0.648	-1.332	0.314
1996-11-15	0.236	-0.769	-3.394
1996-11-18	-0.081	-2.147	-0.432
1996-11-19	0.695	2.532	4.554
1996-11-20	0.241	2.282	0.104
1996-11-21	-0.161	-0.755	-1.669
1996-11-22	0.802	2.432	3.003
1996-11-25	1.102	-0.371	-0.819
1996-11-26	-0.141	-0.186	1.835
1996-11-27	-0.127	1.109	2.296
1996-11-29	0.267	-0.184	0.197
1996-12-02	-0.061	1.099	0.197
1996-12-03	-1.1	-4.661	-0.988
1996-12-04	-0.426	-3.495	2.839
1996-12-05	-0.097	1.763	-0.97
1996-12-06	-0.644	0.966	-2.018
1996-12-09	1.364	4.144	3.47
1996-12-10	-0.297	-0.556	-0.771
1996-12-11	-0.915	0.924	5.829
1996-12-12	-1.555	-3.365	0
1996-12-13	-0.091	-1.533	-3.343
1996-12-16	-1.057	-2.147	-3.949
1996-12-17	0.699	-0.991	2.138
1996-12-18	0.755	1.972	4.328
1996-12-19	1.925	1.551	1.281
1996-12-20	0.416	0	-2.113
1996-12-23	-0.261	-0.967	-1.78
1996-12-24	0.549	0.966	2.427
1996-12-26	0.636	2.469	0.827
1996-12-27	0.128	-1.512	-0.919
1996-12-30	-0.389	-1.15	-1.582
1996-12-31	-1.754	-1.946	-1.75
1997-01-02	-0.505	-1.186	-0.431
1997-01-03	1.484	4.281	5.955
1997-01-06	-0.051	2.817	0.36
1997-01-07	0.744	1.105	3.189
1997-01-08	-0.642	-2.974	-0.788
1997-01-09	0.857	1.126	0.526
1997-01-10	0.614	2.396	1.044
1997-01-13	0.001	0.726	1.631
1997-01-14	1.224	4.248	0.17
1997-01-15	-0.216	-2.456	-3.545
1997-01-16	0.332	0	0.264
1997-01-17	0.831	3.147	1.178
1997-01-20	0.068	2.884	0.821
1997-01-21	0.772	0.167	1.917
1997-01-22	0.447	-1.599	2.707
1997-01-23	-1.109	-2.664	-0.247
1997-01-24	-0.91	-4.453	-0.827
1997-01-27	-0.716	-0.365	-0.249
1997-01-28	0	0.728	0.581
1997-01-29	0.973	-4.264	2.486
1997-01-30	1.499	2.248	3.414
1997-01-31	0.253	3.279	1.318
1997-02-03	0.072	-2.174	0.997
1997-02-04	0.321	-1.662	0.533
1997-02-05	-1.401	-6.74	-4.659
1997-02-06	0.24	1.777	-2.658
1997-02-07	1.199	-1.181	2.1
1997-02-10	-0.524	-8.468	-3.003
1997-02-11	0.528	4.323	0
1997-02-12	1.655	6.493	3.242
1997-02-13	1.121	-3.243	0.159
1997-02-14	-0.412	0.1	-1.605
1997-02-18	0.961	1.78	0.081
1997-02-19	-0.467	1.75	-0.486
1997-02-20	-1.2	-2.933	-2.634
1997-02-21	-0.128	-7.624	-2.363
1997-02-24	1.056	1.065	1.777
1997-02-25	0.216	-4.329	-0.084
1997-02-26	-0.785	2.835	-1.779
1997-02-27	-1.326	-5.413	-4.557
1997-02-28	-0.536	1.017	1.52
1997-03-03	0.566	-2.503	2.78
1997-03-04	-0.55	2.727	0.342
1997-03-05	1.386	1.998	2.113
1997-03-06	-0.429	-4.036	-2.798
1997-03-07	0.799	-6.134	-1.298
1997-03-10	1.073	3.819	0.867
1997-03-11	-0.284	-1.178	-0.606
1997-03-12	-0.876	-3.62	-0.785
1997-03-13	-1.845	2.187	-1.057
1997-03-14	0.456	-2.803	-2.418
1997-03-17	0.32	-2.884	-1.094
1997-03-18	-0.763	2.513	0.275
1997-03-19	-0.494	-0.747	-2.499
1997-03-20	-0.398	2.225	-0.094
1997-03-21	0.185	-3.736	-2.086
1997-03-24	0.862	-4.411	0.096
1997-03-25	-0.23	1.579	1.99
1997-03-26	0.181	8.983	5.387
1997-03-27	-2.125	-2.66	-1.073
1997-03-31	-2.189	-5.802	0
1997-04-01	0.332	0.518	0.135
1997-04-02	-1.262	-1.826	-1.674
1997-04-03	0.028	1.825	2.612
1997-04-04	1.005	5.039	3.064
1997-04-07	0.557	6.768	0.086
1997-04-08	0.522	1.707	1.018
1997-04-09	-0.723	-2.399	-3.018
1997-04-10	-0.298	-2.695	-3.578
1997-04-11	-2.766	-2.648	-5.043
1997-04-14	0.821	3.828	2.46
1997-04-15	1.467	-6.048	-2.077
1997-04-16	1.161	-5.379	2.264
1997-04-17	-0.231	4.125	2.941
1997-04-18	0.598	-2.299	-0.636
1997-04-21	-0.782	-2.22	0.908
1997-04-22	1.855	0.395	1.968
1997-04-23	-0.125	2.34	3.568
1997-04-24	-0.319	-0.645	-0.085
1997-04-25	-0.756	-4.093	-1.552
1997-04-28	0.987	0.27	1.723
1997-04-29	2.692	7.257	2.48
1997-04-30	0.914	3.44	2.062
1997-05-01	-0.351	3.092	0.407
1997-05-02	1.792	7.009	2.489
1997-05-05	2.108	2.798	3.046
1997-05-06	-0.305	-1.929	-2.808
1997-05-07	-1.477	1.717	-1.354
1997-05-08	0.567	4.371	1.827
1997-05-09	0.549	0.406	0.471
1997-05-12	1.55	2.108	-0.235
1997-05-13	-0.542	-0.898	-4.335
1997-05-14	0.349	-0.603	0.327
1997-05-15	0.696	1.203	3.376
1997-05-16	-1.451	-2.012	-1.915
1997-05-19	0.423	-0.919	-0.242
1997-05-20	1.002	5.488	3.96
1997-05-21	-0.275	2.114	0.928
1997-05-22	-0.441	-0.381	-0.694
1997-05-23	1.351	2.823	1.117
1997-05-27	0.316	2.02	3.684
1997-05-28	-0.295	0.454	-1.3
1997-05-29	-0.37	-3.405	-2.03
1997-05-30	0.496	1.487	-7.785
1997-06-02	-0.227	0.092	-1.162
1997-06-03	-0.104	-4.621	-3.223
1997-06-04	-0.637	-1.068	-1.739
1997-06-05	0.394	1.067	0.449
1997-06-06	1.714	0.29	1.978
1997-06-09	0.569	2.378	2.202
1997-06-10	0.273	-2.282	-2.76
1997-06-11	0.496	-2.04	1.58
1997-06-12	1.585	0.147	-2.641
1997-06-13	1.104	4.456	0.758
1997-06-16	0.07	1.303	1.712
1997-06-17	0.059	1.743	1.641
1997-06-18	-0.598	-2.578	-2.11
1997-06-19	0.995	2.941	-0.085
1997-06-20	0.079	0.542	0.213
1997-06-23	-2.26	0.629	-1.071
1997-06-24	1.997	1.245	1.918
1997-06-25	-0.823	-2.779	-0.891
1997-06-26	-0.599	-1.65	-2.066
1997-06-27	0.409	-1.678	-1.005
1997-06-30	-0.244	0.936	-0.308
1997-07-01	0.663	1.754	-1.958
1997-07-02	1.448	3.241	2.792
1997-07-03	1.416	1.407	1.346
1997-07-07	-0.516	3.18	1.668
1997-07-08	0.715	1.094	1.515
1997-07-09	-1.228	2.153	1.985
1997-07-10	0.685	0	-1.652
1997-07-11	0.317	-1.071	2.426
1997-07-14	0.185	1.397	2.369
1997-07-15	0.8	1.82	2.701
1997-07-16	1.163	1.708	8.829
1997-07-17	-0.533	-0.791	-0.638
1997-07-18	-1.766	-2.942	-1.578
1997-07-21	-0.258	0.449	-0.872
1997-07-22	2.278	2.89	3.512
1997-07-23	0.276	1.726	0.632
1997-07-24	0.396	-0.624	0.489
1997-07-25	-0.159	-0.235	-0.629
1997-07-28	-0.25	-2.945	-0.703
1997-07-29	0.622	2.394	-0.495
1997-07-30	1.056	0.315	1.442
1997-07-31	0.212	0.079	2.69
1997-08-01	-0.754	0.314	1.955
1997-08-04	0.333	2.246	3.283
1997-08-05	0.218	0.382	2.991
1997-08-06	0.831	-1.925	0.375
1997-08-07	-0.955	-1.963	0.994
1997-08-08	-1.873	-2.164	-3.269
1997-08-11	0.37	-2.212	-1.74
1997-08-12	-1.124	-1.587	-0.849
1997-08-13	-0.488	1.171	1.109
1997-08-14	0.298	2.465	-0.52
1997-08-15	-2.625	-2.966	-3.99
1997-08-18	1.288	1.741	2.612
1997-08-19	1.471	-0.412	3.475
1997-08-20	1.43	3.406	2.615
1997-08-21	-1.534	-1.203	-2.137
1997-08-22	-0.163	-0.892	-2.249
1997-08-25	-0.367	1.856	-2.101
1997-08-26	-0.779	-0.802	-1.606
1997-08-27	0.074	-0.566	1.472
1997-08-28	-1.104	-2.794	-1.81
1997-08-29	-0.466	0.499	-0.271
1997-09-02	3.077	2.458	3.139
1997-09-03	0.029	0.725	-1.324
1997-09-04	0.325	-0.483	0.862
1997-09-05	-0.196	1.124	-0.066
1997-09-08	0.231	-3.162	1.444
1997-09-09	0.26	0.165	1.871
1997-09-10	-1.575	-4.714	-2.329
1997-09-11	-0.703	-0.432	-0.262
1997-09-12	1.233	0.087	-1.056
1997-09-15	-0.449	-3.521	-2.348
1997-09-16	2.774	6.588	3.992
1997-09-17	-0.28	-0.337	-0.163
1997-09-18	0.454	-0.253	-0.557
1997-09-19	0.339	-1.103	0.328
1997-09-22	0.516	2.611	0.977
1997-09-23	-0.367	1.075	2.813
1997-09-24	-0.786	-1.909	-3.595
1997-09-25	-0.698	-2.289	-2.649
1997-09-26	0.776	1.024	-0.067
1997-09-29	0.855	0.677	2.455
1997-09-30	-0.638	-1.443	-3.264
1997-10-01	0.855	-0.343	1.011
1997-10-02	0.527	4.367	-0.134
1997-10-03	0.475	3.155	0.201
1997-10-06	0.791	1.345	0.201
1997-10-07	1.067	2.636	1.855
1997-10-08	-0.948	-1.077	-0.725
1997-10-09	-0.331	1.306	0.132
1997-10-10	-0.376	-0.535	-1.798
1997-10-13	0.116	0.383	-0.471
1997-10-14	0.225	-0.999	-0.813
1997-10-15	-0.471	2.667	-5.744
1997-10-16	-1.09	-1.744	-1.526
1997-10-17	-1.168	-2.088	-2.821
1997-10-20	1.205	1.781	1.272
1997-10-21	1.729	3.469	1.256
1997-10-22	-0.391	-0.446	-1.405
1997-10-23	-1.855	-2.947	-2.488
1997-10-24	-0.956	-1.546	-2.317
1997-10-27	-7.114	-9.64	-6.787
1997-10-28	4.99	9.328	12.85
1997-10-29	-0.292	0.623	-5.713
1997-10-30	-1.698	-0.701	-5.77
1997-10-31	1.203	2.585	1.637
1997-11-03	2.63	3.26	1.929
1997-11-04	0.188	-1.561	-3.318
1997-11-05	0.212	2.369	-1.743
1997-11-06	-0.503	-0.882	-1.519
1997-11-07	-1.128	-1.337	5.218
1997-11-10	-0.69	-2.116	-3.031
1997-11-11	0.287	-1.462	1.487
1997-11-12	-1.948	-5.252	-1.736
1997-11-13	1.174	0.549	3.925
1997-11-14	1.267	5.628	1.038
1997-11-17	1.905	2.053	2.12
1997-11-18	-0.846	-0.907	-2.12
1997-11-19	0.676	1.02	0.396
1997-11-20	1.512	2.779	2.266
1997-11-21	0.428	-0.44	-0.776
1997-11-24	-1.72	-2.228	-2.684
1997-11-25	0.437	1.268	-2.184
1997-11-26	0.086	0.886	0.245
1997-11-28	0.394	1.386	1.297
1997-12-01	2.007	4.741	4.871
1997-12-02	-0.318	-4.452	-4.31
1997-12-03	0.522	0.469	0.558
1997-12-04	-0.376	-0.613	-2.336
1997-12-05	1.093	3.414	1.135
1997-12-08	-0.144	0.419	1.122
1997-12-09	-0.673	-2.611	-3.652
1997-12-10	-0.616	-2.387	-1.248
1997-12-11	-1.543	-3.199	-3.925
1997-12-12	-0.162	-7.696	-1.845
1997-12-15	1.043	1.217	2.279
1997-12-16	0.482	3.331	-1.309
1997-12-17	-0.259	1.433	-2.4
1997-12-18	-1.066	-1.16	-0.541
1997-12-19	-0.896	-0.233	1.258
1997-12-22	0.728	2.198	2.033
1997-12-23	-1.541	-6.134	-1.765
1997-12-24	-0.686	0.364	0.089
1997-12-26	0.402	3.103	0.886
1997-12-29	1.789	5.153	-0.088
1997-12-30	1.817	0.668	1.228
1997-12-31	-0.042	-1.115	-2.025
1998-01-02	0.47	4.064	3.325
1998-01-05	0.212	-0.215	2.549
1998-01-06	-1.079	-1.302	-1.863
1998-01-07	-0.267	-2.995	-0.514
1998-01-08	-0.829	1.12	2.125
1998-01-09	-3.01	-3.398	-3.335
1998-01-12	1.234	2.615	5.085
1998-01-13	1.365	0.559	1.721
1998-01-14	0.609	1.77	-1.969
1998-01-15	-0.756	0.765	-0.166
1998-01-16	1.128	0.759	-0.666
1998-01-20	1.762	2.769	1.903
1998-01-21	-0.802	-0.21	0.572
1998-01-22	-0.8	-2.775	-0.244
1998-01-23	-0.569	-0.108	0.895
1998-01-26	-0.066	-1.859	0.646
1998-01-27	1.253	4.532	1.913
1998-01-28	0.867	4.335	2.146
1998-01-29	0.818	2.985	1.381
1998-01-30	-0.53	-1.084	-1.228
1998-02-02	2.119	1.378	2.514
1998-02-03	0.47	-1.477	3.838
1998-02-04	0.09	2.45	1.438
1998-02-05	-0.334	-0.29	-1.22
1998-02-06	0.885	2.398	1.203
1998-02-09	-0.17	-2.982	-2.001
1998-02-10	0.815	1.165	0.509
1998-02-11	0.098	0.193	-1.387
1998-02-12	0.404	0.576	-0.073
1998-02-13	-0.396	-0.577	-1.407
1998-02-17	0.261	0.096	1.039
1998-02-18	0.905	0.862	2.622
1998-02-19	-0.367	-0.095	4.085
1998-02-20	0.575	0.571	1.371
1998-02-23	0.379	-0.285	2.554
1998-02-24	-0.733	-1.342	-1.943
1998-02-25	1.19	3.042	1.744
1998-02-26	0.552	-0.376	-1.811
1998-02-27	0.064	-0.944	-2.885
1998-03-02	-0.156	-0.954	-2.327
1998-03-03	0.411	-1.156	-2.674
1998-03-04	-0.447	1.156	1.31
1998-03-05	-1.18	-5.412	-13.446
1998-03-06	1.975	4.062	3.335
1998-03-09	-0.321	-5.027	-3.999
1998-03-10	1.128	0.255	0.581
1998-03-11	0.396	2.017	0.496
1998-03-12	0.136	2.074	0.657
1998-03-13	-0.124	0.973	0.326
1998-03-16	0.994	-0.29	1.377
1998-03-17	0.109	0.291	-1.214
1998-03-18	0.468	-1.561	0.325
1998-03-19	0.388	1.173	0.405
1998-03-20	0.861	-1.075	-2.042
1998-03-23	-0.329	1.753	-0.912
1998-03-24	0.918	4.622	-0.836
1998-03-25	-0.338	2.548	2.406
1998-03-26	-0.102	-0.27	2.509
1998-03-27	-0.488	0.09	0.875
1998-03-30	-0.173	-2.922	-1.92
1998-03-31	0.747	1.38	0.885
1998-04-01	0.579	1.362	-0.724
1998-04-02	1.065	1.344	-1.463
1998-04-03	0.24	0.621	0.49
1998-04-06	-0.117	-2.416	-3.818
1998-04-07	-1.061	0	-1.706
1998-04-08	-0.715	-1.093	-0.086
1998-04-09	0.815	-1.849	1.624
1998-04-13	-0.088	-0.749	3.334
1998-04-14	0.545	1.77	-0.329
1998-04-15	0.319	4.337	-1.491
1998-04-16	-1.001	-0.71	-0.67
1998-04-17	1.304	0.355	1.086
1998-04-20	0.083	2.54	1.731
1998-04-21	0.239	2.224	3.136
1998-04-22	0.324	-0.339	6.29
1998-04-23	-0.926	-2.667	-0.972
1998-04-24	-1.049	0.348	-1.436
1998-04-27	-1.947	-2.107	-2.545
1998-04-28	-0.132	0.619	-0.863
1998-04-29	0.873	1.575	1.056
1998-04-30	1.555	1.721	0.854
1998-05-01	0.827	0.511	1.611
1998-05-04	0.095	1.767	-0.152
1998-05-05	-0.574	-1.767	-0.152
1998-05-06	-0.966	3.175	-0.613
1998-05-07	-0.889	-0.825	-0.462
1998-05-08	1.18	0.497	3.711
1998-05-11	-0.135	-1.329	-1.876
1998-05-12	0.823	2.151	2.469
1998-05-13	0.275	-0.492	0.296
1998-05-14	-0.133	0.082	-0.295
1998-05-15	-0.776	0.41	-5.157
1998-05-18	-0.263	1.784	-1.174
1998-05-19	0.334	3.34	0.236
1998-05-20	0.856	-2.22	-3.274
1998-05-21	-0.396	-1.119	-3.805
1998-05-22	-0.375	-1.131	0.253
1998-05-26	-1.492	-1.145	0.504
1998-05-27	-0.164	2.357	-0.503
1998-05-28	0.489	-0.403	-1.099
1998-05-29	-0.619	-2.449	-2.846
1998-06-01	0.015	-2.765	-4.932
1998-06-02	0.188	3.834	1.821
1998-06-03	-0.947	-2.4	-4.901
1998-06-04	1.111	2.97	3.355
1998-06-05	1.723	0.729	2.355
1998-06-08	0.167	0.081	-0.719
1998-06-09	0.241	2.548	1.254
1998-06-10	-0.55	-0.473	-2.342
1998-06-11	-1.604	-0.079	0
1998-06-12	0.388	0.079	-0.182
1998-06-15	-2.007	-1.112	-2.309
1998-06-16	0.978	2.134	4.299
1998-06-17	1.778	0.934	-0.809
1998-06-18	-0.066	1.766	0.63
1998-06-19	-0.518	1.211	0.447
1998-06-22	0.233	1.789	5.388
1998-06-23	1.464	2.624	1.844
1998-06-24	1.189	1.073	2.785
1998-06-25	-0.318	-0.858	-2.288
1998-06-26	0.346	3.179	0.987
1998-06-29	0.466	2.133	-0.739
1998-06-30	-0.409	0.272	-2.251
1998-07-01	1.29	2.68	1.423
1998-07-02	-0.186	-2.07	-2.611
1998-07-06	0.945	0.404	0.319
1998-07-07	-0.229	-0.269	2.208
1998-07-08	1.009	1.604	4.155
1998-07-09	-0.672	-1.403	1.819
1998-07-10	0.497	0	0
1998-07-13	0.074	1.402	3.239
1998-07-14	1.058	0.661	-2.07
1998-07-15	-0.235	0.722	4.32
1998-07-16	0.781	0.196	0
1998-07-17	0.23	4.093	-1.344
1998-07-20	-0.224	3.388	-1.668
1998-07-21	-1.62	-4.206	-0.153
1998-07-22	-0.085	-0.443	0.915
1998-07-23	-2.112	0.633	0.228
1998-07-24	0.092	-1.397	0.604
1998-07-27	0.565	-0.256	3.548
1998-07-28	-1.496	-1.55	-0.509
1998-07-29	-0.446	-2.105	-1.175
1998-07-30	1.556	4.676	3.484
1998-07-31	-1.961	-2.832	-3.706
1998-08-03	-0.737	0.78	0.443
1998-08-04	-3.692	-3.56	-3.449
1998-08-05	0.865	3.819	2.67
1998-08-06	0.755	2.677	3.361
1998-08-07	-0.017	-2.548	-0.36
1998-08-10	-0.581	2.359	-0.072
1998-08-11	-1.316	-1.204	-2.41
1998-08-12	1.416	0.572	1.248
1998-08-13	-0.862	-1.92	-0.439
1998-08-14	-1.138	-0.259	1.094
1998-08-17	1.949	1.735	3.841
1998-08-18	1.605	2.08	2.072
1998-08-19	-0.286	1.055	-2.072
1998-08-20	-0.59	1.349	-4.059
1998-08-21	-0.959	0.122	-1.243
1998-08-24	0.642	0.243	-0.369
1998-08-25	0.433	0.906	-0.24
1998-08-26	-0.796	-0.301	-1.698
1998-08-27	-3.913	-4.44	-3.995
1998-08-28	-1.493	-4.58	-3.509
1998-08-31	-7.018	-14.538	-7.849
1998-09-01	3.762	9.462	6.541
1998-09-02	-0.379	1.79	-1.491
1998-09-03	-0.833	-1.097	2.473
1998-09-04	-0.856	-1.529	1.935
1998-09-08	4.965	5.848	4.567
1998-09-09	-1.701	-4.112	-0.804
1998-09-10	-2.619	-2.65	-2.729
1998-09-11	2.903	4.761	7.168
1998-09-14	2.027	1.006	1.025
1998-09-15	0.77	3.087	0.146
1998-09-16	0.749	0.322	-1.023
1998-09-17	-2.578	-4.957	-2.455
1998-09-18	0.12	-0.714	0
1998-09-21	0.372	1.926	1.939
1998-09-22	0.559	0.999	-1.264
1998-09-23	3.48	5.229	4.103
1998-09-24	-2.216	-2.001	-2.03
1998-09-25	0.195	2.284	3.456
1998-09-28	0.376	-0.282	-1.497
1998-09-29	0.031	-2.484	1.709
1998-09-30	-3.095	-4.45	-3.156
1998-10-01	-3.061	-7.668	-2.734
1998-10-02	1.63	-2.655	0.523
1998-10-05	-1.41	-14.319	-4.029
1998-10-06	-0.402	-4.498	-1.171
1998-10-07	-1.423	-5.137	-0.709
1998-10-08	-1.165	6.213	-0.794
1998-10-09	2.567	6.98	6.628
1998-10-12	1.344	4.515	1.92
1998-10-13	-0.292	-3.275	-2.219
1998-10-14	1.073	2.797	-1.204
1998-10-15	4.089	8.831	2.393
1998-10-16	0.848	-2.782	-0.966
1998-10-19	0.564	1.568	1.482
1998-10-20	0.145	-3.851	-0.516
1998-10-21	0.561	6.266	2.913
1998-10-22	0.797	1.4	0.358
1998-10-23	-0.727	0.427	-0.143
1998-10-26	0.154	4.477	1.916
1998-10-27	-0.653	-1.023	-1.844
1998-10-28	0.258	3.438	2.16
1998-10-29	1.657	-0.298	0.593
1998-10-30	1.166	0.498	-0.629
1998-11-02	1.17	2.644	2.901
1998-11-03	-0.068	-2.05	-1.509
1998-11-04	0.702	3.394	4.767
1998-11-05	1.333	3.374	-0.861
1998-11-06	0.645	-0.555	1.517
1998-11-09	-0.952	-0.651	0.587
1998-11-10	-0.172	0	1.615
1998-11-11	-0.648	-1.409	6.089
1998-11-12	-0.25	-1.334	-0.969
1998-11-13	0.673	-0.77	1.03
1998-11-16	0.897	3.419	2.968
1998-11-17	0.304	2.672	1.509
1998-11-18	0.452	5.827	1.259
1998-11-19	0.708	0.598	2.693
1998-11-20	0.945	1.774	-0.723
1998-11-23	2.097	2.072	1.33
1998-11-24	-0.44	0	-2.791
1998-11-25	0.327	1.141	-0.625
1998-11-27	0.456	3.741	0.228
1998-11-30	-2.433	-5.955	-2.183
1998-12-01	0.996	5.642	6.627
1998-12-02	-0.343	-1.899	-1.258
1998-12-03	-1.819	-2.671	-3.643
1998-12-04	2.286	2.671	6.035
1998-12-07	0.927	2.446	2.232
1998-12-08	-0.534	-0.469	0.942
1998-12-09	0.178	1.168	-0.732
1998-12-10	-1.573	0.541	-3.903
1998-12-11	0.124	2.808	1.569
1998-12-14	-2.189	-3.815	-4.277
1998-12-15	1.878	4.113	3.847
1998-12-16	-0.077	-1.277	-1.575
1998-12-17	1.541	2.612	2.381
1998-12-18	0.68	6.348	2.639
1998-12-21	1.239	4.592	2.215
1998-12-22	0.061	-0.928	-3
1998-12-23	2.053	2.825	4.867
1998-12-24	-0.185	-2.425	0
1998-12-28	-0.064	0	-2.327
1998-12-29	1.323	-0.733	-0.874
1998-12-30	-0.799	-0.873	-1.561
1998-12-31	-0.219	0.135	-0.525
1999-01-04	-0.092	2.658	1.88
1999-01-05	1.349	1.691	1.998
1999-01-06	2.19	2.86	4.947
1999-01-07	-0.205	3.811	-0.193
1999-01-08	0.421	2.912	0.337
1999-01-11	-0.883	-1.893	7.473
1999-01-12	-1.947	-6.474	-3.042
1999-01-13	-0.413	-2.32	2.504
1999-01-14	-1.816	0.521	-3.85
1999-01-15	2.531	5.365	1.208
1999-01-19	0.701	4.507	2.912
1999-01-20	0.368	-0.235	-0.81
1999-01-21	-1.723	-4.641	-3.496
1999-01-22	-0.81	1.47	-3.525
1999-01-25	0.715	0.606	1.349
1999-01-26	1.474	3.503	4.72
1999-01-27	-0.733	-3.503	-3.106
1999-01-28	1.77	5.123	3.288
1999-01-29	1.121	2.438	2.696
1999-02-01	-0.52	3.034	-2.197
1999-02-02	-0.869	-2.295	-2.385
1999-02-03	0.796	-1.132	3.002
1999-02-04	-1.871	-5.432	-6.373
1999-02-05	-0.731	-3.874	-1.989
1999-02-08	0.352	0.677	3.42
1999-02-09	-2.247	-6.066	-5.199
1999-02-10	0.607	2.699	2.755
1999-02-11	2.461	6.208	3.387
1999-02-12	-1.925	-5.701	-5.199
1999-02-16	0.95	0	-0.099
1999-02-17	-1.447	-4.056	-1.395
1999-02-18	1.077	1.111	2.769
1999-02-19	0.157	0.97	-0.049
1999-02-22	2.622	4.959	3.642
1999-02-23	-0.076	0.853	1.076
1999-02-24	-1.408	-2.957	-2.928
1999-02-25	-0.672	-1.448	-2.034
1999-02-26	-0.539	-0.7	-6.31
1999-03-01	-0.175	1.647	-2.426
1999-03-02	-0.866	-3.844	-6.393
1999-03-03	0.179	-0.59	4.343
1999-03-04	1.531	3.232	-1.151
1999-03-05	2.286	2.575	1.097
1999-03-08	0.568	3.652	4.27
1999-03-09	-0.226	0.714	-3.672
1999-03-10	0.545	-0.894	1.346
1999-03-11	0.839	1.072	1.064
1999-03-12	-0.238	-2.156	0.106
1999-03-15	0.974	1.681	-0.318
1999-03-16	-0.067	0.947	2.099
1999-03-17	-0.657	0.059	0.104
